Austin,6.153
Minneapolis,-0.971
Chandler,11.144
Norfolk,6.409
Mesa,20.216
Bakersfield,13.224
Orlando,10.498
Stockton,11.807
Albuquerque,6.667
Winston Salem,26.689
Austin,-4.072
Minneapolis,12.247
Milwaukee,21.8
Columbus,19.216
El Paso,21.683
Buffalo,25.83
Norfolk,3.77
Honolulu,21.761
Newark,8.504
Garland,26.733
Irving,21.645
Honolulu,25.583
Oklahoma City,-0.469
Hialeah,-2.982
Scottsdale,-4.463
Memphis,5.198
Fresno,0.067
Pittsburgh,15.042
San Francisco,18.195
Scottsdale,12.672
Orlando,17.814
Garland,25.363
Anaheim,24.995
Arlington,-1.479
Saint Paul,28.098
San Diego,-4.239
Scottsdale,14.396
Boston,25.46
Memphis,-2.896
Columbus,28.786
Stockton,24.558
Lubbock,20.201
Boston,-2.096
Honolulu,24.427
El Paso,18.025
Charlotte,1.212
Stockton,-3.705
Lubbock,26.339
Greensboro,3.801
San Antonio,-4.684
Cincinnati,6.779
Boston,-3.358
Boise,12.925
Albuquerque,18.149
Omaha,16.244
New York,12.794
Tucson,18.061
San Diego,9.779
Omaha,23.067
Norfolk,23.09
Richmond,26.141
Omaha,0.871
Memphis,26.277
Colorado Springs,27.393
Los Angeles,-4.735
Boston,9.44
Sacramento,16.931
San Antonio,14.871
Jacksonville,7.426
Jersey City,23.523
Stockton,26.704
Henderson,-0.929
Henderson,-3.497
Milwaukee,26.034
Tucson,0.699
St. Petersburg,15.744
Pittsburgh,5.405
Colorado Springs,23.525
Bakersfield,3.899
Colorado Springs,18.139
Fresno,24.229
Honolulu,10.218
Corpus Christi,15.505
Greensboro,18.263
Laredo,-3.091
St. Petersburg,28.895
Phoenix,14.018
100 Spokane,29.298
Albuquerque,18.278
Lexington,15.841
Jacksonville,24.026
Scottsdale,20.376
Santa Ana,-2.217
North Las Vegas,14.326
Stockton,7.737
Toledo,29.652
Fremont,6.421
Lincoln,20.81
San Diego,28.584
Bakersfield,26.813
Chandler,5.542
Mesa,16.071
Jacksonville,5.121
Boston,-3.768
Chandler,-1.318
El Paso,8.314
Cleveland,22.222
Columbus,-2.841
Los Angeles,-4.319
Los Angeles,-4.485
Austin,4.659
Stockton,11.547
Baton Rouge,23.818
Phoenix,4.606
Orlando,18.439
Chicago,14.212
Colorado Springs,-4.288
Los Angeles,20.007
Newark,2.979
Lexington,1.593
Greensboro,-3.159
Houston,10.082
San Francisco,19.292
Laredo,29.649
Dallas,-0.743
Jacksonville,12.859
St. Petersburg,19.041
Anaheim,23.075
Louisville,5.013
New York,2.25
Chandler,0.755
Las Vegas,2.323
St. Petersburg,21.341
Nashville,-0.143
Jacksonville,18.813
Chesapeake,20.018
Columbus,-0.897
Austin,11.663
Winston Salem,17.824
Phoenix,24.16
Boise,-1.828
Toledo,3.603
Reno,26.499
Cleveland,16.128
Fresno,-1.519
Fort Worth,5.994
Tulsa,-4.049
Orlando,24.653
Riverside,-1.489
Long Beach,9.318
Columbus,25.696
Anchorage,16.676
Oakland,14.652
Boston,3.773
Stockton,12.594
Columbus,-4.961
Fresno,26.847
Laredo,27.474
Irvine,0.509
Fremont,1.91
Baltimore,4.611
Fort Wayne,28.333
Laredo,24.104
Columbus,-1.525
Sacramento,11.138
Wichita,11.091
Pittsburgh,-1.78
Santa Ana,-3.316
Durham,21.451
Chicago,13.84
Hialeah,4.553
Austin,7.306
Portland,13.879
Riverside,2.174
Cincinnati,3.502
Lexington,21.376
North Las Vegas,17.696
Long Beach,4.692
Milwaukee,-1.029
Fresno,14.932
Santa Ana,23.797
Colorado Springs,10.857
Charlotte,4.019
Orlando,23.571
Greensboro,10.675
Richmond,3.033
San Francisco,14.805
Boise,13.732
Scottsdale,11.567
Saint Paul,7.214
Jersey City,15.969
Pittsburgh,-0.744
Irving,-1.558
Chicago,16.733
Phoenix,25.807
Oakland,21.494
Norfolk,-2.879
Glendale,3.114
Boston,16.418
Mesa,28.128
Greensboro,17.325
Fort Worth,20.466
Greensboro,22.747
Scottsdale,22.898
Detroit,26.61
San Diego,9.83
Oklahoma City,24.443
Philadelphia,23.44
Bakersfield,12.273
New York,7.498
Fort Worth,20.844
Nashville,-0.832
Wichita,13.691
Sacramento,-3.957
Tucson,4.918
Memphis,11.25
Seattle,4.074
Aurora,29.294
Columbus,2.146
Long Beach,15.805
Baltimore,15.827
Houston,8.002
Jacksonville,18.934
Baton Rouge,10.167
Lexington,29.55
Mesa,5.087
Fresno,7.332
Phoenix,17.124
Los Angeles,19.13
Los Angeles,9.615
Chicago,18.338
Anaheim,16.94
Tucson,-2.879
Omaha,12.556
Reno,10.437
Mesa,20.231
San Antonio,-4.324
San Francisco,6.889
Toledo,6.388
Fresno,20.143
Sacramento,11.56
Santa Ana,8.549
Memphis,13.71
New York,26.383
Newark,22.782
Garland,2.994
San Diego,7.862
Saint Paul,24.089
Corpus Christi,-3.542
Oakland,24.939
Phoenix,13.466
Colorado Springs,10.043
Henderson,21.657
Kansas City,16.659
Minneapolis,13.247
Richmond,10.463
San Diego,4.841
Santa Ana,27.465
Omaha,6.472
Greensboro,14.334
El Paso,11.504
Chesapeake,3.631
Laredo,25.501
Saint Paul,27.78
Bakersfield,23.506
Houston,24.082
Phoenix,12.705
Laredo,10.209
Lexington,13.284
Pittsburgh,6.506
Fort Wayne,29.687
Kansas City,24.779
Durham,19.251
Phoenix,24.564
Boston,0.127
Reno,5.339
Buffalo,26.064
Fort Worth,25.649
Columbus,4.602
Minneapolis,0.952
San Diego,5.462
Laredo,12.814
Jersey City,-2.406
Los Angeles,-4.358
Austin,27.202
Columbus,-4.37
San Antonio,23.793
Garland,25.037
San Diego,9.382
Scottsdale,17.464
Philadelphia,2.895
Honolulu,5.551
Austin,-2.768
Boston,20.671
Detroit,15.063
Milwaukee,25.201
Boise,0.348
Boise,29.12
Louisville,13.703
Laredo,1.822
El Paso,15.691
Washington,3.508
Detroit,2.618
El Paso,9.943
Anaheim,17.279
Baltimore,5.182
Memphis,27.531
Jacksonville,15.423
Albuquerque,-4.214
Bakersfield,-3.849
Albuquerque,17.848
Chicago,0.076
San Jose,26.009
Irving,17.284
Lincoln,-3.81
Jersey City,26.458
Richmond,18.837
Fort Wayne,-4.496
San Antonio,12.226
Austin,8.605
Fremont,12.311
San Francisco,6.32
Honolulu,8.467
Pittsburgh,16.362
Reno,-0.711
Portland,20.603
Austin,25.77
Orlando,8.788
St. Petersburg,3.788
Richmond,17.755
Tucson,25.898
Riverside,9.247
Fort Worth,27.925
Indianapolis,-1.485
El Paso,3.465
Honolulu,8.866
Charlotte,-4.896
Garland,21.861
Chandler,27.577
Boston,19.625
San Francisco,13.431
Colorado Springs,-4.856
Phoenix,7.123
Jacksonville,5.666
Riverside,-4.831
Omaha,20.872
San Antonio,20.713
Hialeah,12.798
Boise,25.873
North Las Vegas,4.964
Fresno,-1.604
Honolulu,4.069
Madison,0.755
Anaheim,9.058
Washington,11.062
Irving,-3.595
Lubbock,-3.712
Baltimore,24.772
Jacksonville,28.476
Lexington,6.297
Louisville,-1.249
Phoenix,15.802
North Las Vegas,7.614
Anaheim,11.683
Plano,21.337
Sacramento,26.8
Oakland,27.606
Honolulu,24.339
Tucson,24.31
Stockton,-4.897
Orlando,17.456
