Irving,2.7
Tucson,9.906
Stockton,6.949
Denver,14.96
Arlington,7.444
Pittsburgh,29.17
San Francisco,1.983
St. Louis,29.549
Richmond,-4.827
Lincoln,4.583
Garland,26.82
Buffalo,-1.042
Seattle,-0.743
Lexington,-0.079
Oakland,4.533
Winston Salem,16.499
Phoenix,3.27
Fresno,-1.87
Minneapolis,12.816
Jacksonville,13.595
Sacramento,-0.017
Plano,18.683
Phoenix,-1.254
Fresno,11.425
El Paso,14.418
Chesapeake,8.071
Richmond,4.236
El Paso,18.136
Riverside,2.291
Anaheim,25.444
Santa Ana,26.081
Stockton,17.798
Greensboro,19.417
Austin,22.546
Portland,16.139
Portland,26.381
Riverside,12.761
San Diego,4.929
Memphis,11.15
Orlando,17.85
Mesa,17.122
Portland,25.505
Boston,17.013
Charlotte,-2.932
Henderson,6.711
Washington,-2.468
Louisville,3.361
El Paso,3.929
Fort Wayne,1.627
Reno,15.152
Toledo,-1.744
Sacramento,2.365
Jersey City,8.33
San Antonio,1.3
Detroit,25.899
Baltimore,-4.795
Fremont,18.925
Pittsburgh,0.338
Durham,1.744
Louisville,16.071
Houston,8.724
Denver,3.566
Phoenix,20.209
Sacramento,19.493
Garland,16.326
Mesa,22.325
Minneapolis,25.776
Fremont,3.614
Greensboro,25.442
Glendale,5.778
Phoenix,23.792
Memphis,5.224
Garland,24.887
100 Spokane,4.303
Arlington,16.087
Milwaukee,18.153
Boston,24.319
Irving,24.452
Reno,13.857
Kansas City,23.041
Laredo,16.938
Louisville,20.81
Chandler,-2.057
Richmond,2.948
Toledo,-1.792
St. Louis,9.763
Austin,12.851
St. Petersburg,18.002
Austin,9.38
San Jose,12.727
Orlando,27.603
Washington,18.091
Pittsburgh,-0.243
Portland,19.803
Bakersfield,2.299
Lexington,27.887
Mesa,11.734
San Antonio,-1.477
Henderson,5.941
New Orleans,25.623
Fresno,25.004
Chandler,0.631
St. Louis,16.328
Nashville,4.431
El Paso,3.572
Boston,1.745
Houston,4.866
Fremont,22.821
Irving,26.115
San Diego,22.116
Fort Wayne,-4.405
Dallas,15.764
Mesa,8.762
Riverside,-1.515
Reno,-3.342
Denver,14.756
Henderson,-3.547
Oklahoma City,9.325
Las Vegas,27.819
Cincinnati,-0.666
Miami,9.07
Chicago,8.09
Houston,-4.098
Lexington,23.425
San Diego,-2.994
Sacramento,24.845
Reno,20.14
Lexington,14.25
Oakland,5.402
St. Petersburg,19.483
Tucson,-2.407
Colorado Springs,22.588
Fort Wayne,-3.115
Portland,13.568
Sacramento,18.41
Chula Vista,18.555
Minneapolis,27.429
Irving,18.516
Miami,21.47
Boston,-4.188
Hialeah,29.848
Charlotte,-4.697
Scottsdale,4.255
Phoenix,-4.788
Baton Rouge,8.294
Reno,14.912
Orlando,27.489
Raleigh,25.813
Gilbert,1.199
Buffalo,0.922
Stockton,1.581
Plano,27.534
Fresno,23.893
Houston,21.284
Fort Wayne,18.941
Reno,25.551
Chandler,12.442
Columbus,12.934
Tucson,28.665
Baton Rouge,5.111
Hialeah,1.068
Phoenix,5.429
Fremont,-3.702
North Las Vegas,11.492
Jacksonville,8.23
Hialeah,28.914
Garland,4.49
Colorado Springs,13.258
San Diego,18.998
San Jose,2.009
San Antonio,26.701
Charlotte,22.79
Fresno,12.523
New Orleans,12.188
St. Louis,9.73
Irving,7.01
San Diego,-2.824
Henderson,10.193
Laredo,0.541
Honolulu,0.148
Oakland,16.523
Aurora,15.155
San Jose,1.843
San Antonio,10.425
Lubbock,3.96
Plano,23.774
Long Beach,9.393
Nashville,29.852
Austin,7.527
Tucson,12.81
Detroit,11.672
Irving,8.633
Tampa,3.108
Detroit,28.08
Albuquerque,11.458
Portland,-0.7
Jacksonville,28.263
Stockton,7.934
Arlington,0.02
Washington,-0.746
San Jose,4.503
Toledo,9.977
Durham,-2.263
Colorado Springs,14.733
Fort Worth,5.775
Minneapolis,21.815
Tucson,19.985
Columbus,0.309
Newark,1.234
Arlington,27.239
Madison,21.467
El Paso,10.278
San Francisco,12.199
Bakersfield,12.18
Honolulu,14.333
New Orleans,3.57
Colorado Springs,-2.463
Detroit,9.472
Fresno,0.116
St. Petersburg,12.266
Fort Wayne,24.699
Boise,29.202
Louisville,14.894
Sacramento,23.706
Lexington,14.489
San Jose,6.869
Honolulu,22.918
Oklahoma City,22.233
Miami,6.916
Columbus,26.803
El Paso,24.427
El Paso,18.745
Baton Rouge,19.071
Detroit,13.647
San Diego,8.812
Albuquerque,-1.234
Aurora,20.775
El Paso,21.747
Scottsdale,13.252
Los Angeles,24.495
Glendale,27.285
Cincinnati,24.603
100 Spokane,-4.251
Aurora,26.918
Louisville,24.903
Detroit,22.935
Hialeah,21.324
Garland,-2.572
Washington,8.154
Chandler,-0.342
St. Louis,16.41
Lexington,24.979
Richmond,-4.186
Boise,2.092
Greensboro,27.078
Fort Worth,22.806
Jacksonville,-3.374
Henderson,-4.257
San Diego,11.102
Tucson,6.706
North Las Vegas,21.926
Albuquerque,4.957
Omaha,12.099
Houston,23.623
Boise,29.978
Chicago,27.843
Santa Ana,0.004
Aurora,24.541
Orlando,3.28
Dallas,15.488
Charlotte,3.836
Jacksonville,9.616
Honolulu,9.442
Tucson,22.989
Tampa,1.015
Milwaukee,8.877
Portland,24.662
Fort Wayne,12.748
Jersey City,25.933
Garland,19.339
Greensboro,6.731
Memphis,4.43
San Diego,3.699
New York,-3.951
Richmond,10.303
Durham,19.436
Laredo,19.116
Irvine,18.034
Richmond,26.082
Louisville,25.746
Lexington,19.649
Arlington,25.997
Louisville,14.833
Indianapolis,8.809
Chesapeake,3.804
Detroit,2.067
Laredo,12.035
Louisville,-1.898
Riverside,13.949
Memphis,3.453
Arlington,3.531
Greensboro,10.419
Baltimore,26.926
Albuquerque,26.374
Memphis,-1.558
Irving,13.48
Hialeah,9.171
Winston Salem,1.68
Durham,28.11
Oklahoma City,21.693
Lexington,7.19
Phoenix,-2.781
Tucson,4.483
Richmond,5.042
Bakersfield,22.979
Garland,22.984
Glendale,16.674
Albuquerque,12.148
Santa Ana,3.472
Milwaukee,-4.171
San Diego,5.564
Dallas,17.162
Norfolk,11.667
Laredo,8.173
Winston Salem,22.107
Sacramento,26.803
Garland,-4.784
Mesa,-0.758
Aurora,18.217
Chesapeake,22.062
St. Petersburg,17.511
Wichita,8.293
Irvine,2.587
Albuquerque,19.656
Scottsdale,22.844
St. Petersburg,27.249
Tucson,24.582
Anchorage,16.777
Lexington,24.595
Indianapolis,24.732
Santa Ana,20.631
Madison,18.404
Fremont,25.408
Milwaukee,24.361
New York,9.232
San Jose,26.424
Philadelphia,12.425
Boston,5.623
Honolulu,27.987
Fremont,20.34
Omaha,3.237
Austin,7.145
Cleveland,-3.119
Cleveland,13.905
Sacramento,-4.583
Fort Worth,5.499
Tucson,15.458
Charlotte,27.38
Cincinnati,23.795
Newark,20.265
Chandler,-0.373
Laredo,12.028
Hialeah,-0.954
Washington,0.931
Bakersfield,8.711
Lexington,24.851
Aurora,12.481
Sacramento,13.119
Corpus Christi,28.059
Sacramento,26.692
Fremont,18.838
Phoenix,13.534
Richmond,18.251
Las Vegas,15.658
St. Louis,8.658
Omaha,6.885
Baton Rouge,4.422
Cincinnati,-2.461
Chula Vista,2.844
Lubbock,11.429
Richmond,4.482
Phoenix,14.438
Columbus,20.001
Madison,22.008
Chandler,-1.591
St. Louis,20.896
Corpus Christi,12.228
Chula Vista,1.279
Aurora,21.848
Cleveland,13.037
Charlotte,9.235
Chicago,17.616
Glendale,21.243
Oakland,25.405
Irvine,8.616
Santa Ana,24.763
San Jose,16.06
Plano,3.18
Phoenix,12.001
Honolulu,29.959
Fremont,1.206
Laredo,21.657
Albuquerque,2.922
Durham,14.048
Kansas City,8.085
Mesa,28.624
Durham,11.311
Riverside,20.302
Anchorage,15.234
Houston,-3.469
Albuquerque,7.379
Saint Paul,15.82
New York,28.794
El Paso,27.143
Washington,6.851
Stockton,23.854
St. Louis,-2.046
Irving,26.002
Saint Paul,18.912
Las Vegas,24.093
Orlando,2.126
Stockton,-3.778
Dallas,2.461
Fort Wayne,22.221
Fort Wayne,9.462
Charlotte,20.011
Memphis,6.755
Louisville,8.104
Austin,-3.516
Richmond,-4.612
St. Petersburg,-0.993
Scottsdale,25.291
Boise,4.348
New York,6.483
Colorado Springs,5.353
El Paso,29.343
Chesapeake,-2.103
Anchorage,20.912
Glendale,6.71
Cleveland,28.184
Fort Wayne,-4.428
Oakland,13.083
Orlando,26.431
Laredo,-4.246
Las Vegas,25.59
Minneapolis,24.72
Baltimore,28.831
Boston,21.681
Colorado Springs,-3.517
Plano,12.136
Arlington,29.886
Irving,10.791
Sacramento,5.173
San Diego,9.471
Colorado Springs,-2.651
Jacksonville,-4.104
Mesa,26.078
Cincinnati,29.821
Cincinnati,29.202
Arlington,16.096
Durham,2.433
Baton Rouge,27.117
San Francisco,11.262
Corpus Christi,5.06
Austin,23.601
St. Louis,5.152
Laredo,14.682
Detroit,20.606
Norfolk,21.505
Chicago,17.325
San Francisco,28.166
Mesa,-0.834
Fresno,11.059
San Francisco,-1.205
Fort Worth,17.614
Austin,7.289
Kansas City,28.126
100 Spokane,-4.86
San Francisco,-4.811
Louisville,9.601
Louisville,14.504
Honolulu,20.112
Norfolk,18.099
Louisville,23.988
Irvine,15.248
Detroit,22.182
Milwaukee,8.75
Jacksonville,10.88
Memphis,7.641
Durham,27.511
Reno,17.724
Boston,-3.874
Stockton,3.584
Pittsburgh,-2.076
Fremont,24.584
Chicago,16.537
Albuquerque,26.229
Irving,29.845
Oakland,27.614
New York,24.607
San Diego,27.901
Memphis,24.773
Colorado Springs,4.04
Boise,15.808
Garland,20.532
Jacksonville,9.652
San Diego,17.886
Louisville,22.591
Lubbock,1.687
Garland,28.583
Orlando,22.009
San Diego,5.643
Greensboro,28.114
Winston Salem,6.541
Richmond,8.845
Aurora,19.462
Phoenix,19.903
Oklahoma City,15.597
Wichita,10.569
Tampa,28.725
San Diego,21.609
Philadelphia,1.48
Durham,1.533
Gilbert,22.945
Charlotte,-1.137
Riverside,6.355
Albuquerque,10.203
Kansas City,29.478
St. Louis,1.547
Indianapolis,6.753
Austin,17.348
North Las Vegas,4.892
Tucson,25.303
San Antonio,-2.444
Jacksonville,25.266
Austin,5.985
Laredo,20.617
San Jose,23.804
Fort Wayne,-3.98
Garland,19.694
Minneapolis,-3.867
San Diego,7.755
Fort Wayne,14.781
Albuquerque,9.736
Sacramento,5.468
Pittsburgh,9.954
Cleveland,11.283
Stockton,14.293
Toledo,16.752
Washington,8.238
Albuquerque,28.359
Fort Worth,29.322
Pittsburgh,17.546
Greensboro,-0.458
Bakersfield,12.132
Winston Salem,4.333
Louisville,-3.945
Newark,29.122
Pittsburgh,14.724
Winston Salem,9.936
Wichita,9.94
Jacksonville,22.923
Louisville,16.356
St. Petersburg,24.086
El Paso,23.666
Tucson,20.977
Corpus Christi,27.074
Henderson,12.951
St. Louis,16.818
Louisville,9.85
Lubbock,19.588
Oklahoma City,15.595
Irvine,-2.24
North Las Vegas,-3.78
Columbus,26.305
Glendale,3.39
Fort Wayne,-2.409
Phoenix,3.722
Newark,2.853
Corpus Christi,6.711
Albuquerque,27.806
Omaha,1.792
Memphis,9.996
Arlington,29.82
Tucson,17.108
Boise,11.509
New York,26.166
Orlando,5.113
Milwaukee,8.944
El Paso,29.28
Fresno,14.404
Cleveland,23.078
Richmond,1.566
Cleveland,2.528
Garland,-1.337
Chicago,-0.861
Irving,18.838
Norfolk,-0.478
Tulsa,29.697
Wichita,-4.419
San Francisco,24.291
Garland,2.533
Atlanta,12.414
Newark,5.773
Minneapolis,6.469
Oakland,27.26
Fort Wayne,27.005
Detroit,-3.289
Riverside,22.277
St. Petersburg,9.861
Phoenix,29.653
Austin,8.87
Los Angeles,6.888
Fresno,11.325
Boston,-2.916
Greensboro,-1.835
North Las Vegas,19.924
Glendale,5.308
Nashville,26.219
Baton Rouge,13.09
San Diego,16.75
St. Petersburg,12.855
Reno,21.656
Fresno,4.88
Houston,25.082
Toledo,-4.522
Pittsburgh,8.069
Las Vegas,0.142
Albuquerque,3.039
Miami,13.627
Louisville,6.791
Pittsburgh,23.359
Phoenix,12.527
St. Petersburg,-0.884
Jacksonville,27.126
Glendale,20.433
St. Louis,1.25
Chicago,3.35
Kansas City,-4.083
Tucson,-2.487
Oakland,-0.385
Pittsburgh,17.465
San Jose,3.185
Richmond,17.143
Portland,20.64
Louisville,20.75
Garland,12.914
Houston,19.081
Arlington,4.545
Fort Wayne,9.848
Garland,17.813
Durham,6.135
Greensboro,11.615
Honolulu,26.401
Chandler,20.237
Buffalo,2.107
Las Vegas,0.684
Oakland,24.642
Jacksonville,17.82
Washington,26.05
El Paso,0.377
Albuquerque,3.789
Las Vegas,-3.706
Houston,29.703
Lubbock,13.314
Stockton,-1.545
Boise,6.258
Irvine,29.018
Durham,27.729
Milwaukee,9.399
Cleveland,17.829
Garland,2.963
Durham,24.764
Columbus,25.331
Jacksonville,12.912
Jersey City,-1.287
Chicago,4.883
Austin,11.185
Austin,15.647
Los Angeles,19.421
Toledo,26.43
Buffalo,18.203
Fort Wayne,12.736
Fremont,9.015
Nashville,13.285
Lexington,21.218
St. Louis,17.149
Jersey City,4.297
Los Angeles,22.29
Colorado Springs,-0.724
Portland,10.473
Durham,14.992
Durham,4.124
Phoenix,23.499
Jersey City,-0.561
St. Louis,20.098
Omaha,-1.447
Laredo,18.098
Memphis,28.387
Dallas,9.073
Corpus Christi,4.813
Stockton,10.245
Cincinnati,10.765
Baton Rouge,-4.531
Jacksonville,23.469
Stockton,5.046
Mesa,4.35
Milwaukee,18.138
Laredo,1.526
El Paso,6.169
Norfolk,15.346
El Paso,-1.517
Philadelphia,-1.219
Richmond,7.881
St. Petersburg,16.289
Portland,29.575
Lexington,12.788
Lexington,13.146
El Paso,20.557
Garland,-4.166
Albuquerque,21.582
Colorado Springs,25.189
Irving,21.976
Newark,29.299
Greensboro,-4.104
St. Louis,-4.009
Garland,11.131
Winston Salem,22.698
Denver,15.453
Washington,4.211
Oakland,-2.342
El Paso,18.619
Portland,15.526
Norfolk,-1.679
Garland,5.844
Glendale,11.096
Pittsburgh,7.672
Oakland,12.837
Denver,-4.38
Corpus Christi,10.223
Cleveland,28.409
Jacksonville,22.949
Henderson,13.609
Baton Rouge,9.793
El Paso,6.655
Louisville,11.945
Pittsburgh,19.698
Aurora,-1.992
San Francisco,14.644
Milwaukee,3.84
Richmond,10.985
Reno,17.89
Miami,27.635
Greensboro,21.953
Phoenix,13.824
Corpus Christi,29.386
Jacksonville,24.276
Henderson,-3.906
Minneapolis,24.61
Detroit,-3.454
Fremont,22.138
Albuquerque,24.836
Baltimore,16.459
Oklahoma City,16.963
Memphis,27.887
Boise,17.878
Fort Worth,18.617
Stockton,-3.731
Honolulu,13.336
Boston,21.796
New York,21.786
St. Petersburg,21.058
Bakersfield,13.271
Richmond,27.333
New York,19.95
Greensboro,4.86
Washington,27.853
Norfolk,25.331
Fort Wayne,22.738
Minneapolis,17.502
Richmond,17.693
Fort Wayne,27.314
Memphis,20.869
Garland,12.222
Hialeah,13.998
Scottsdale,21.039
Madison,15.297
Fremont,28.597
Toledo,10.645
Omaha,17.527
Mesa,22.926
Jersey City,5.346
Houston,20.704
Washington,5.515
Irving,9.59
Nashville,20.824
Nashville,27.38
Fremont,8.226
Detroit,11.205
Los Angeles,19.894
Dallas,1.976
Oakland,-4.571
Houston,18.978
Toledo,16.006
Riverside,28.731
San Jose,-4.524
Memphis,12.22
Tucson,28.225
Norfolk,14.26
Pittsburgh,24.962
San Francisco,12.239
Detroit,26.014
Chicago,23.104
Los Angeles,9.547
Tucson,-4.324
Minneapolis,1.562
Columbus,-4.092
Milwaukee,22.866
Los Angeles,23.997
Mesa,12.854
Baton Rouge,7.364
El Paso,0.999
Madison,-0.088
Lexington,12.536
Honolulu,29.687
Henderson,14.89
San Jose,26.96
New York,19.845
Chesapeake,21.316
Riverside,13.767
Pittsburgh,6.717
Baton Rouge,7.413
Tucson,2.57
Oakland,19.186
Colorado Springs,11.183
Albuquerque,2.625
Jacksonville,16.195
Kansas City,21.903
Lubbock,18.093
Scottsdale,-2.813
San Jose,6.445
Anchorage,10.796
Boston,17.28
Chandler,26.499
Milwaukee,23.057
Charlotte,-0.489
Sacramento,23.039
Colorado Springs,-2.206
Irvine,15.175
Louisville,24.672
Fremont,-2.96
Laredo,9.682
Columbus,11.935
San Diego,25.731
San Diego,9.564
Gilbert,24.392
San Diego,-1.147
Atlanta,20.014
Henderson,22.45
Detroit,-0.018
Charlotte,3.624
St. Louis,22.023
Hialeah,8.454
Detroit,-2.271
Richmond,-2.878
Fort Worth,17.708
Charlotte,17.596
Santa Ana,-0.827
Indianapolis,-0.33
San Antonio,9.193
Portland,14.726
Oakland,2.689
Oklahoma City,25.474
Memphis,1.898
Lincoln,10.922
St. Petersburg,24.211
Santa Ana,11.49
Fort Worth,24.617
Memphis,1.501
Denver,-0.974
Pittsburgh,15.293
Lexington,4.532
Pittsburgh,27.322
Fort Wayne,1.138
Wichita,4.046
Fort Wayne,11.232
Jersey City,16.851
Milwaukee,22.334
St. Louis,11.501
Norfolk,27.704
Milwaukee,-1.139
Austin,1.154
Fort Wayne,1.702
Las Vegas,15.095
Plano,0.27
St. Petersburg,9.176
Denver,-1.863
Los Angeles,28.533
Sacramento,20.417
Anaheim,17.864
Indianapolis,26.889
Oakland,-4.911
Gilbert,16.049
Norfolk,-2.335
Jersey City,29.416
San Diego,22.447
Nashville,24.54
Irving,7.875
Bakersfield,-3.708
St. Louis,28.606
Chicago,3.876
San Diego,28.447
Louisville,12.364
Boston,6.196
Hialeah,7.576
Jacksonville,0.227
North Las Vegas,13.759
Scottsdale,-1.656
Kansas City,29.252
Richmond,22.435
Jacksonville,10.223
Baltimore,14.006
Memphis,9.875
Colorado Springs,23.062
Mesa,21.536
Tulsa,2.589
Baton Rouge,23.94
Saint Paul,2.162
Irving,-0.025
Fremont,18.272
