Milwaukee,7.298
Colorado Springs,3.009
Oakland,5.771
Sacramento,2.234
Louisville,12.656
Portland,25.835
Memphis,6.214
Santa Ana,19.439
St. Louis,2.648
San Antonio,23.913
Columbus,24.613
San Diego,7.262
Jersey City,22.309
Albuquerque,5.877
Oakland,20.986
Albuquerque,20.34
Pittsburgh,7.376
Santa Ana,6.103
Mesa,2.84
Corpus Christi,24.113
Honolulu,0.695
Wichita,19.965
Irvine,-4.913
Austin,18.171
Fremont,17.306
Austin,27.412
Laredo,8.74
Phoenix,4.092
Richmond,3.252
El Paso,18.935
Houston,1.665
Lexington,-2.591
Milwaukee,8.576
Lexington,14.925
Raleigh,24.344
Boston,7.62
Greensboro,1.826
Houston,29.1
Greensboro,12.704
Jacksonville,-0.081
Reno,27.832
Toledo,-2.949
Fort Worth,10.982
Pittsburgh,2.565
Kansas City,3.904
San Jose,26.399
Henderson,24.379
Colorado Springs,10.218
Durham,0.613
Aurora,24.389
Jacksonville,17.607
Houston,-3.278
Phoenix,24.926
El Paso,26.07
Reno,3.718
Plano,13.352
Los Angeles,26.556
Orlando,7.003
Laredo,22.354
Memphis,2.934
Milwaukee,5.977
Orlando,21.614
Phoenix,2.885
San Francisco,-0.261
Fort Wayne,11.32
Oakland,0.44
Tucson,16.046
Glendale,25.883
Oakland,25.174
Durham,14.537
Detroit,-4.238
Richmond,-4.051
Stockton,6.26
Saint Paul,16.52
Austin,-4.932
San Francisco,1.775
Arlington,-0.768
Stockton,23.074
Louisville,10.004
Toledo,0.645
Cincinnati,8.127
Kansas City,29.86
Norfolk,28.07
Philadelphia,17.75
Sacramento,25.071
Pittsburgh,25.968
Denver,14.171
St. Louis,-2.676
San Jose,22.94
Oakland,4.054
Irving,19.619
Winston Salem,28.054
St. Petersburg,-0.997
Corpus Christi,-4.962
Reno,28.715
Richmond,-1.983
Phoenix,15.291
Los Angeles,7.463
Baton Rouge,1.395
Phoenix,-2.769
Dallas,23.776
Fort Wayne,21.756
Mesa,6.142
Cincinnati,22.398
Philadelphia,14.138
Santa Ana,11.421
Charlotte,1.43
Toledo,14.897
Hialeah,18.518
Detroit,5.352
Wichita,25.894
Milwaukee,24.252
Los Angeles,28.152
San Jose,5.811
Jacksonville,19.46
San Diego,22.385
Detroit,5.668
Kansas City,18.095
Detroit,28.148
Nashville,-2.649
Austin,29.014
San Diego,26.7
Garland,28.766
Phoenix,10.527
Richmond,19.128
Henderson,27.583
Fremont,1.214
Honolulu,11.126
Albuquerque,29.998
Richmond,28.569
North Las Vegas,-3.641
Louisville,25.61
Oakland,10.263
Austin,5.365
Bakersfield,17.765
Nashville,3.88
San Jose,20.184
Portland,-4.234
Honolulu,-4.167
San Diego,5.602
Los Angeles,-0.873
Chula Vista,16.96
Henderson,1.117
Garland,14.911
Anaheim,0.358
Albuquerque,15.778
Austin,7.563
Cincinnati,22.066
Chandler,15.365
Fresno,4.373
Jacksonville,29.897
100 Spokane,2.788
Cincinnati,18.492
Laredo,21.712
Miami,-1.237
Baton Rouge,-4.957
Sacramento,8.014
Phoenix,14.353
Boston,20.572
Phoenix,27.447
Fresno,7.613
Chandler,6.354
Stockton,26.181
Atlanta,12.415
Columbus,26.051
Lexington,7.538
Omaha,20.745
Winston Salem,10.589
Kansas City,16.048
Charlotte,3.102
Sacramento,21.723
Santa Ana,15.69
Norfolk,5.815
Richmond,29.489
Irvine,23.921
Phoenix,6.31
Irvine,15.806
Phoenix,25.981
Irving,22.082
Newark,6.281
Minneapolis,5.582
Omaha,-1.129
San Diego,0.781
Chandler,26.49
Stockton,3.211
Milwaukee,23.998
Sacramento,0.836
Pittsburgh,10.367
Tucson,29.41
Aurora,26.645
San Francisco,19.184
Stockton,-1.575
Wichita,-3.775
Scottsdale,1.506
Cincinnati,19.087
San Francisco,23.213
Newark,12.144
Orlando,12.38
Pittsburgh,9.459
Boston,22.79
Garland,20.259
Omaha,4.453
Arlington,7.923
Colorado Springs,-4.996
Fremont,17.316
Albuquerque,14.734
Omaha,17.135
Anchorage,17.871
St. Louis,23.444
San Francisco,6.974
Washington,3.256
Omaha,18.094
Charlotte,25.15
Charlotte,-4.761
Jersey City,29.849
Orlando,27.792
Laredo,9.98
Lubbock,12.197
Stockton,-2.938
Greensboro,4.334
Fremont,5.547
San Francisco,4.827
Cleveland,10.868
